cuffids	scaffold	cuffstart	cuffstop	annstart	annstop	ongene	oncds	onmRNA	onexon	onte	onprotein	onmatch	neargene	nearcds	nearmRNA	nearexon	nearte	nearprotein	nearmatch	numneargenes	IPRnumber	IPRtext	GOnumber	GOtext
7522.1	1631.0	15305898.0	15306084.0	15304884	15317028	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR001251;IPR018159			
7523.1	1631.0	15316125.0	15316314.0	15304884	15317028	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR001251;IPR018159			
7524.1	1631.0	15340413.0	15340645.0	15326999	15377180	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR000219;IPR001849;IPR002017;IPR011993;IPR018159;IPR035899		GO:0005089;GO:0005515;GO:0035023	"GO:0005085	level-03	depth-05	guanyl-nucleotide exchange factor activity [molecular_function];GO:0005515	level-02	depth-02	protein binding [molecular_function];GO:0035023	level-08	depth-09	regulation of Rho protein signal transduction [biological_process]"
7536.1	1631.0	15461799.0	15463008.0	15434484	15471058	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR000219;IPR000719;IPR001849;IPR003961;IPR011009;IPR011993;IPR013783;IPR017441;IPR028570;IPR035899;IPR036179		GO:0004672;GO:0004674;GO:0005085;GO:0005089;GO:0005515;GO:0005524;GO:0006468;GO:0035023	"GO:0004672	level-03	depth-05	protein kinase activity [molecular_function];GO:0004674	level-04	depth-06	protein serine/threonine kinase activity [molecular_function];GO:0005085	level-03	depth-05	guanyl-nucleotide exchange factor activity [molecular_function];GO:0005085	level-03	depth-05	guanyl-nucleotide exchange factor activity [molecular_function];GO:0005515	level-02	depth-02	protein binding [molecular_function];GO:0005524	level-05	depth-08	ATP binding [molecular_function];GO:0006468	level-05	depth-06	protein phosphorylation [biological_process];GO:0035023	level-08	depth-09	regulation of Rho protein signal transduction [biological_process]"
7585.1	1631.0	15947573.0	15948093.0	15936486	15948675	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
7614.1	1631.0	16088190.0	16088310.0	16078074	16104463	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR000542;IPR023213;IPR032476;IPR039551		GO:0016746	"GO:0016746	level-03	depth-03	acyltransferase activity [molecular_function]"
7621.1	1631.0	16113529.0	16114299.0	16078074~16123250	16104463~16124260	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	IPR000542;IPR023213;IPR032476;IPR039551~IPR001766;IPR018122;IPR030456;IPR036388;IPR036390		GO:0016746~GO:0003700;GO:0006355;GO:0043565	"GO:0016746	level-03	depth-03	acyltransferase activity [molecular_function]~GO:0003700	level-02	depth-02	DNA-binding transcription factor activity [molecular_function];GO:0006355	level-06	depth-09	regulation of DNA-templated transcription [biological_process];GO:0043565	level-05	depth-05	sequence-specific DNA binding [molecular_function]"
7650.1	1631.0	16373675.0	16374575.0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
7729.1	1631.0	17106215.0	17106421.0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
7790.1	1631.0	17514213.0	17514364.0	17511811	17518752	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR000109;IPR018456;IPR020846;IPR036259		GO:0005215;GO:0006857;GO:0016020;GO:0022857;GO:0055085	"GO:0005215	level-01	depth-01	transporter activity [molecular_function];GO:0006857	level-06	depth-07	oligopeptide transport [biological_process];GO:0016020	level-02	depth-02	membrane [cellular_component];GO:0022857	level-02	depth-02	transmembrane transporter activity [molecular_function];GO:0055085	level-02	depth-04	transmembrane transport [biological_process]"
7828.1	1631.0	14761859.0	14761949.0	14746596	14779181	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR000034;IPR002049;IPR002172;IPR003598;IPR003599;IPR007110;IPR013783;IPR023415;IPR036055;IPR036179		GO:0005515	"GO:0005515	level-02	depth-02	protein binding [molecular_function]"
7972.1	1631.0	19379177.0	19379291.0	19376712	19380126	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR036570;IPR040182		GO:0000045	"GO:0000045	level-06	depth-07	autophagosome assembly [biological_process]"
7993.1	1631.0	19601038.0	19601589.0	19592072~19609916	19598240~19615144	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	IPR033322~IPR000980;IPR001895;IPR023578;IPR036860;IPR036964		GO:0043130~GO:0005085;GO:0007264	"GO:0043130	level-04	depth-04	ubiquitin binding [molecular_function]~GO:0005085	level-03	depth-05	guanyl-nucleotide exchange factor activity [molecular_function];GO:0007264	level-04	depth-06	small GTPase mediated signal transduction [biological_process]"
8000.1	1631.0	19610349.0	19610775.0	19609916	19615144	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR000980;IPR001895;IPR023578;IPR036860;IPR036964		GO:0005085;GO:0007264	"GO:0005085	level-03	depth-05	guanyl-nucleotide exchange factor activity [molecular_function];GO:0007264	level-04	depth-06	small GTPase mediated signal transduction [biological_process]"
8270.1	1632.0	1062210.0	1062429.0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
8331.1	1632.0	1600254.0	1600616.0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
8361.1	1632.0	1902282.0	1902655.0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
8405.1	1632.0	2357145.0	2357250.0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
8468.1	1632.0	3254087.0	3254204.0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
8480.1	1632.0	3620910.0	3621253.0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
8520.1	1632.0	3974037.0	3974457.0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
8522.1	1632.0	4072131.0	4072319.0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
8528.1	1632.0	4112350.0	4112536.0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
8529.1	1632.0	4119895.0	4120107.0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
8530.1	1632.0	4109394.0	4111097.0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
8562.1	1632.0	4732639.0	4732670.0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
8608.1	1632.0	5380120.0	5380279.0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
8614.1	1632.0	5435149.0	5435197.0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
8730.1	1632.0	5895307.0	5896034.0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
8749.1	1632.0	6117402.0	6118500.0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
8864.1	1632.0	6707571.0	6707780.0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
8963.1	1632.0	8560156.0	8560334.0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
8969.1	1632.0	8584290.0	8584384.0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
8970.1	1632.0	8576963.0	8578375.0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
9004.1	1632.0	8908021.0	8909073.0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
9026.1	1632.0	8504975.0	8505200.0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
9049.2	1632.0	8506926.0	8511444.0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
9069.1	1632.0	9560209.0	9560444.0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				
